GeneID,0
28474,3.333937495952429
28392,3.0519418761449235
28796,2.9729776370654215
28940,2.8636536470908425
28394,2.811090757195455
28388,2.7435644160651145
28476,2.6840709256162327
28395,2.677329849762762
28434,2.5816867657385005
28949,2.55602441102999
28946,2.4860789067636713
28385,2.4746616815086
28941,2.4624621551466928
28921,2.4495101884555455
28933,2.4468983006622085
28479,2.3749260226613043
28883,2.351666445706006
28943,2.3500631205116647
28475,2.3295001667123
3503,2.316475984439558
